Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,740,Female,2,Manufacturing Director,Married,4227,0,Y,18,80,1,4,2,3,2,2
35,No,Travel_Rarely,Research & Development,10,3,Other,1,741,Male,1,Laboratory Technician,Divorced,3917,1,Y,20,80,1,3,4,3,1,2
42,No,Travel_Rarely,Sales,5,2,Marketing,1,742,Male,5,Manager,Married,18303,6,Y,13,80,0,21,3,1,0,0
50,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,743,Male,1,Laboratory Technician,Married,2380,4,Y,18,80,0,8,5,1,0,0
59,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,744,Female,4,Manufacturing Director,Single,13726,3,Y,13,80,0,30,4,5,4,3
37,Yes,Travel_Rarely,Research & Development,11,2,Medical,1,745,Female,2,Healthcare Representative,Married,4777,5,Y,15,80,0,15,2,1,0,0
55,No,Travel_Frequently,Research & Development,18,4,Medical,1,746,Male,2,Healthcare Representative,Married,6385,3,Y,14,80,2,17,3,8,6,7
41,No,Non-Travel,Research & Development,7,1,Life Sciences,1,747,Female,5,Research Director,Divorced,19973,1,Y,22,80,2,21,3,21,5,10
38,No,Travel_Rarely,Sales,3,4,Life Sciences,1,748,Male,2,Sales Executive,Single,6861,8,Y,12,80,0,19,1,1,0,0
26,Yes,Non-Travel,Sales,29,2,Medical,1,749,Male,2,Sales Executive,Single,4969,8,Y,18,80,0,7,6,2,2,2
52,Yes,Travel_Rarely,Sales,2,1,Marketing,1,750,Female,5,Manager,Married,19845,1,Y,15,80,1,33,3,32,6,9
44,No,Travel_Rarely,Sales,28,3,Medical,1,751,Female,4,Sales Executive,Married,13320,3,Y,18,80,1,23,2,12,11,11
50,No,Non-Travel,Sales,1,3,Life Sciences,1,752,Female,2,Sales Executive,Married,6347,0,Y,12,80,1,19,3,18,0,13
36,Yes,Travel_Rarely,Research & Development,16,4,Life Sciences,1,753,Female,1,Laboratory Technician,Single,2743,1,Y,16,80,0,18,1,17,15,14
39,No,Travel_Frequently,Research & Development,22,3,Medical,1,754,Female,3,Manufacturing Director,Single,10880,1,Y,13,80,0,21,2,21,2,8
33,No,Non-Travel,Sales,8,1,Life Sciences,1,755,Female,1,Sales Representative,Single,2342,0,Y,19,80,0,3,2,2,2,2
45,No,Travel_Rarely,Sales,11,2,Life Sciences,1,756,Female,4,Manager,Married,17650,3,Y,13,80,1,26,4,9,1,1
32,No,Non-Travel,Research & Development,29,4,Medical,1,757,Female,1,Laboratory Technician,Single,4025,9,Y,12,80,0,10,2,8,7,7
34,No,Travel_Rarely,Sales,1,4,Marketing,1,758,Male,2,Sales Executive,Divorced,9725,0,Y,11,80,1,16,2,15,0,9
59,No,Travel_Rarely,Sales,1,2,Technical Degree,1,759,Male,3,Manager,Married,11904,3,Y,14,80,1,14,1,6,0,4
45,No,Travel_Rarely,Human Resources,24,4,Medical,1,760,Male,1,Human Resources,Single,2177,1,Y,16,80,0,6,3,6,0,4
53,No,Travel_Frequently,Sales,2,3,Marketing,1,761,Female,3,Sales Executive,Married,7525,2,Y,12,80,1,30,2,15,6,12
36,Yes,Travel_Rarely,Research & Development,15,3,Other,1,762,Male,2,Laboratory Technician,Divorced,4834,7,Y,14,80,1,9,3,1,0,0
26,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,763,Male,1,Research Scientist,Married,2042,6,Y,14,80,1,6,2,3,1,2
34,No,Travel_Rarely,Sales,10,4,Life Sciences,1,764,Female,1,Sales Representative,Married,2220,1,Y,19,80,1,1,2,1,0,0
28,No,Travel_Rarely,Sales,10,1,Medical,1,765,Male,1,Sales Representative,Married,1052,1,Y,22,80,0,1,5,1,0,0
38,No,Travel_Frequently,Research & Development,3,4,Other,1,766,Male,1,Research Scientist,Married,2821,3,Y,16,80,1,8,2,2,2,2
50,No,Travel_Rarely,Research & Development,2,4,Medical,1,767,Male,5,Research Director,Married,19237,2,Y,11,80,1,29,2,8,7,7
37,No,Travel_Rarely,Research & Development,3,3,Other,1,768,Female,2,Healthcare Representative,Single,4107,3,Y,15,80,0,8,3,4,0,1
40,No,Travel_Rarely,Sales,26,3,Marketing,1,769,Male,2,Sales Executive,Married,8396,1,Y,14,80,1,8,3,7,7,5
26,No,Travel_Frequently,Research & Development,1,1,Medical,1,770,Female,1,Research Scientist,Divorced,2007,1,Y,13,80,2,5,5,5,1,3
46,No,Travel_Rarely,Research & Development,1,4,Medical,1,771,Male,5,Research Director,Divorced,19627,9,Y,17,80,2,23,0,2,2,2
54,No,Travel_Rarely,Sales,2,4,Life Sciences,1,772,Female,3,Sales Executive,Married,10686,6,Y,11,80,1,13,4,9,7,0
56,No,Travel_Frequently,Research & Development,9,3,Medical,1,773,Female,1,Research Scientist,Married,2942,2,Y,19,80,1,18,4,5,0,3
36,No,Travel_Rarely,Research & Development,12,5,Medical,1,774,Female,3,Manufacturing Director,Single,8858,0,Y,11,80,0,15,2,14,7,8
55,No,Non-Travel,Research & Development,2,1,Medical,1,775,Male,4,Manager,Single,16756,7,Y,15,80,0,31,3,9,6,2
43,No,Travel_Rarely,Sales,25,3,Medical,1,776,Male,3,Sales Executive,Divorced,10798,5,Y,13,80,1,18,5,1,0,0
20,Yes,Travel_Frequently,Sales,9,3,Marketing,1,777,Female,1,Sales Representative,Single,2323,1,Y,14,80,0,2,3,2,0,2
21,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,1,778,Female,1,Laboratory Technician,Single,1416,1,Y,13,80,0,1,6,1,1,0
46,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,779,Female,2,Research Scientist,Divorced,4615,8,Y,23,80,3,19,2,16,1,7
51,Yes,Travel_Rarely,Research & Development,4,4,Life Sciences,1,780,Male,1,Research Scientist,Married,2461,9,Y,12,80,3,18,2,10,2,7
28,Yes,Non-Travel,Research & Development,24,2,Technical Degree,1,781,Male,3,Healthcare Representative,Single,8722,1,Y,12,80,0,10,2,10,1,9
26,No,Travel_Rarely,Research & Development,1,2,Medical,1,782,Male,1,Laboratory Technician,Married,3955,1,Y,16,80,2,6,2,5,1,3
30,No,Travel_Rarely,Research & Development,20,3,Other,1,783,Male,2,Manufacturing Director,Married,9957,0,Y,15,80,1,7,1,6,0,2
41,No,Travel_Rarely,Research & Development,7,2,Technical Degree,1,784,Female,1,Research Scientist,Married,3376,1,Y,13,80,0,10,3,10,0,8
38,No,Travel_Rarely,Research & Development,17,1,Life Sciences,1,785,Female,3,Healthcare Representative,Married,8823,0,Y,18,80,1,20,4,19,1,9
40,No,Travel_Rarely,Research & Development,20,4,Technical Degree,1,786,Male,3,Healthcare Representative,Married,10322,4,Y,20,80,1,14,6,11,11,1
27,No,Non-Travel,Research & Development,8,5,Life Sciences,1,787,Male,1,Laboratory Technician,Married,4621,1,Y,19,80,3,3,4,3,1,2
55,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,788,Male,3,Manufacturing Director,Married,10976,3,Y,18,80,1,23,4,3,1,2
28,No,Travel_Rarely,Research & Development,10,3,Other,1,789,Female,2,Research Scientist,Single,3660,3,Y,13,80,0,10,4,8,1,7
44,Yes,Travel_Rarely,Human Resources,1,2,Medical,1,790,Male,3,Human Resources,Married,10482,9,Y,14,80,1,24,1,20,3,6
33,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,791,Male,3,Healthcare Representative,Divorced,7119,4,Y,15,80,1,9,2,3,1,2
35,Yes,Travel_Rarely,Sales,4,3,Technical Degree,1,792,Male,3,Sales Executive,Single,9582,0,Y,22,80,0,9,2,8,4,7
33,Yes,Travel_Frequently,Research & Development,29,4,Medical,1,793,Female,2,Research Scientist,Single,4508,1,Y,22,80,0,14,4,13,3,8
28,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1,794,Male,1,Laboratory Technician,Divorced,2207,1,Y,16,80,1,4,5,4,2,2
34,No,Travel_Frequently,Research & Development,3,1,Life Sciences,1,795,Male,2,Healthcare Representative,Single,7756,0,Y,17,80,0,7,1,6,0,4
37,No,Travel_Rarely,Sales,10,4,Life Sciences,1,796,Female,2,Sales Executive,Divorced,6694,2,Y,14,80,3,8,5,1,0,0
25,Yes,Travel_Rarely,Research & Development,4,1,Technical Degree,1,797,Male,1,Laboratory Technician,Married,3691,1,Y,15,80,1,7,3,7,5,6
26,Yes,Travel_Rarely,Research & Development,21,3,Medical,1,798,Male,1,Laboratory Technician,Divorced,2377,1,Y,20,80,1,1,0,1,0,0
33,Yes,Travel_Rarely,Research & Development,25,3,Medical,1,799,Male,1,Research Scientist,Single,2313,4,Y,20,80,0,5,0,2,2,2
42,No,Travel_Rarely,Research & Development,2,2,Medical,1,800,Male,4,Manager,Married,17665,0,Y,17,80,1,23,3,22,13,7
28,Yes,Travel_Frequently,Research & Development,1,3,Medical,1,801,Male,1,Laboratory Technician,Divorced,2596,1,Y,15,80,2,1,2,1,0,0
50,Yes,Travel_Frequently,Sales,1,4,Other,1,802,Male,2,Sales Executive,Single,4728,3,Y,14,80,0,5,4,0,0,0
33,No,Travel_Frequently,Sales,7,3,Life Sciences,1,803,Female,2,Sales Executive,Married,4302,0,Y,17,80,1,4,3,3,0,2
34,No,Non-Travel,Research & Development,3,4,Life Sciences,1,804,Male,1,Research Scientist,Married,2979,3,Y,17,80,3,6,2,0,0,0
48,No,Non-Travel,Research & Development,1,4,Medical,1,805,Male,4,Manager,Single,16885,2,Y,22,80,0,27,3,5,2,1
45,No,Non-Travel,Sales,9,4,Life Sciences,1,806,Female,2,Sales Executive,Married,5593,1,Y,13,80,1,15,2,15,4,12
52,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,807,Male,3,Healthcare Representative,Single,10445,7,Y,19,80,0,18,4,8,4,0
38,No,Travel_Rarely,Sales,10,4,Marketing,1,808,Male,3,Sales Executive,Divorced,8740,0,Y,14,80,2,9,2,8,2,7
29,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,809,Female,1,Research Scientist,Divorced,2514,4,Y,22,80,1,11,1,7,1,7
28,No,Travel_Rarely,Research & Development,3,3,Medical,1,810,Female,3,Manufacturing Director,Divorced,7655,0,Y,17,80,3,10,3,9,1,7
46,No,Travel_Rarely,Sales,3,1,Marketing,1,811,Male,4,Manager,Married,17465,3,Y,12,80,1,23,3,12,4,9
38,No,Travel_Rarely,Sales,2,2,Marketing,1,812,Male,3,Sales Executive,Single,7351,7,Y,16,80,0,10,2,1,0,0
43,No,Travel_Frequently,Research & Development,27,3,Life Sciences,1,813,Female,3,Manufacturing Director,Married,10820,8,Y,11,80,1,18,1,8,0,1
39,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,814,Male,4,Healthcare Representative,Divorced,12169,7,Y,11,80,3,21,4,18,11,5
40,No,Travel_Rarely,Research & Development,14,3,Medical,1,815,Male,5,Research Director,Single,19626,1,Y,14,80,0,21,2,20,4,9
21,No,Travel_Rarely,Research & Development,1,1,Technical Degree,1,816,Female,1,Research Scientist,Single,2070,1,Y,11,80,0,2,6,2,2,2
39,No,Non-Travel,Research & Development,9,3,Life Sciences,1,817,Male,2,Laboratory Technician,Single,6782,9,Y,15,80,0,9,2,5,0,3
36,No,Non-Travel,Research & Development,18,4,Life Sciences,1,818,Male,2,Manufacturing Director,Single,7779,2,Y,20,80,0,18,0,11,0,9
31,No,Travel_Frequently,Sales,20,3,Life Sciences,1,819,Male,1,Sales Representative,Married,2791,0,Y,12,80,1,3,4,2,2,2
28,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,820,Male,1,Research Scientist,Married,3201,0,Y,17,80,0,6,2,5,0,4
35,No,Travel_Frequently,Sales,11,2,Marketing,1,821,Male,2,Sales Executive,Divorced,4968,1,Y,11,80,1,5,3,5,0,2
49,No,Travel_Rarely,Sales,8,4,Technical Degree,1,822,Male,4,Sales Executive,Married,13120,6,Y,17,80,1,22,3,9,2,3
34,No,Travel_Frequently,Research & Development,2,2,Life Sciences,1,823,Male,2,Manufacturing Director,Single,4033,2,Y,11,80,0,5,3,3,0,2
29,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1,824,Female,1,Research Scientist,Divorced,3291,0,Y,14,80,2,8,2,7,1,1
42,No,Travel_Rarely,Research & Development,29,3,Medical,1,825,Male,2,Laboratory Technician,Single,4272,4,Y,19,80,0,16,3,1,0,0
29,No,Travel_Rarely,Research & Development,8,1,Medical,1,826,Male,2,Manufacturing Director,Married,5056,1,Y,15,80,1,10,2,10,1,2
38,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,827,Male,1,Human Resources,Married,2844,1,Y,13,80,1,7,2,7,5,0
28,No,Travel_Frequently,Research & Development,6,3,Life Sciences,1,828,Male,1,Research Scientist,Divorced,2703,1,Y,14,80,1,3,2,3,0,2
18,Yes,Non-Travel,Research & Development,8,1,Medical,1,829,Male,1,Laboratory Technician,Single,1904,1,Y,12,80,0,0,0,0,0,0
33,Yes,Travel_Rarely,Sales,9,4,Marketing,1,830,Female,2,Sales Executive,Single,8224,0,Y,17,80,0,6,3,5,0,3
41,No,Travel_Rarely,Research & Development,12,4,Life Sciences,1,831,Male,1,Laboratory Technician,Married,4766,3,Y,11,80,1,6,4,1,0,0
31,Yes,Travel_Frequently,Research & Development,15,3,Medical,1,832,Male,1,Laboratory Technician,Married,2610,1,Y,12,80,1,2,5,2,2,2
37,No,Travel_Rarely,Research & Development,25,2,Medical,1,833,Female,2,Healthcare Representative,Divorced,5731,7,Y,13,80,2,9,2,6,1,3
27,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,834,Male,1,Research Scientist,Married,2539,1,Y,13,80,1,4,0,4,2,2
34,No,Travel_Rarely,Sales,9,1,Life Sciences,1,835,Female,2,Sales Executive,Married,5714,1,Y,20,80,0,6,3,6,1,3
35,No,Travel_Rarely,Human Resources,8,4,Technical Degree,1,836,Male,1,Human Resources,Single,4323,1,Y,17,80,0,6,2,5,1,4
29,Yes,Travel_Rarely,Sales,23,1,Life Sciences,1,837,Female,3,Sales Executive,Married,7336,1,Y,13,80,1,11,3,11,3,10
40,No,Travel_Frequently,Research & Development,9,4,Medical,1,838,Female,3,Research Director,Single,13499,9,Y,17,80,0,20,3,18,2,13
42,Yes,Travel_Frequently,Sales,12,3,Life Sciences,1,839,Male,4,Sales Executive,Single,13758,0,Y,12,80,0,22,2,21,13,14
42,No,Travel_Rarely,Sales,4,4,Marketing,1,840,Male,2,Sales Executive,Single,5155,7,Y,13,80,0,9,3,6,1,5
35,No,Travel_Rarely,Research & Development,1,4,Medical,1,841,Male,1,Laboratory Technician,Married,2258,6,Y,12,80,1,10,2,8,1,7
24,No,Travel_Rarely,Research & Development,24,3,Medical,1,842,Male,1,Laboratory Technician,Single,3597,8,Y,22,80,0,6,2,4,1,2
28,Yes,Travel_Rarely,Research & Development,12,1,Life Sciences,1,843,Female,1,Laboratory Technician,Married,2515,1,Y,11,80,0,1,4,1,0,0
26,No,Travel_Rarely,Research & Development,3,4,Medical,1,844,Male,1,Laboratory Technician,Married,4420,1,Y,22,80,1,8,2,8,0,7
30,No,Travel_Rarely,Sales,10,3,Marketing,1,845,Male,2,Sales Executive,Married,6578,1,Y,18,80,1,10,3,10,1,4
40,No,Travel_Frequently,Research & Development,26,2,Medical,1,846,Female,2,Research Scientist,Married,4422,3,Y,13,80,1,16,3,1,0,0
35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,847,Male,3,Manufacturing Director,Divorced,10274,2,Y,18,80,1,15,2,7,6,4
34,No,Travel_Frequently,Research & Development,1,3,Medical,1,848,Male,2,Healthcare Representative,Single,5343,0,Y,20,80,0,14,3,13,4,9
35,No,Travel_Frequently,Research & Development,4,4,Other,1,849,Male,1,Laboratory Technician,Married,2376,1,Y,13,80,1,2,2,2,2,2
43,Yes,Travel_Rarely,Sales,9,3,Marketing,1,850,Female,2,Sales Executive,Single,5346,8,Y,13,80,0,7,2,4,1,3
32,No,Non-Travel,Sales,2,1,Life Sciences,1,851,Female,1,Sales Representative,Divorced,2827,1,Y,12,80,3,1,3,1,0,0
56,No,Travel_Rarely,Research & Development,4,4,Technical Degree,1,852,Female,5,Manager,Divorced,19943,4,Y,13,80,1,28,2,5,4,2
29,No,Travel_Rarely,Research & Development,6,1,Medical,1,853,Female,1,Laboratory Technician,Married,3131,1,Y,13,80,1,10,5,10,0,8
19,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,854,Male,1,Research Scientist,Single,2552,1,Y,25,80,0,1,4,1,0,0
45,No,Travel_Rarely,Research & Development,7,3,Medical,1,855,Female,1,Research Scientist,Married,4477,4,Y,19,80,1,7,2,3,0,2
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,856,Female,2,Manufacturing Director,Married,6474,1,Y,13,80,1,14,2,14,3,11
20,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,857,Male,1,Laboratory Technician,Single,3033,1,Y,12,80,0,2,2,2,1,2
44,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,1,858,Male,1,Research Scientist,Single,2936,1,Y,11,80,0,6,4,6,0,2
53,No,Travel_Rarely,Research & Development,7,2,Medical,1,859,Female,5,Manager,Divorced,18606,3,Y,18,80,1,26,6,7,4,7
29,No,Travel_Rarely,Research & Development,15,1,Life Sciences,1,860,Female,1,Research Scientist,Married,2168,0,Y,18,80,1,6,2,5,1,3
22,Yes,Travel_Frequently,Research & Development,3,4,Life Sciences,1,861,Male,1,Research Scientist,Married,2853,0,Y,11,80,1,1,5,0,0,0
46,No,Travel_Rarely,Sales,2,3,Marketing,1,862,Female,4,Manager,Married,17048,8,Y,23,80,0,28,2,26,15,9
44,No,Non-Travel,Research & Development,17,3,Life Sciences,1,863,Male,1,Research Scientist,Single,2290,2,Y,13,80,0,6,3,0,0,0
33,No,Travel_Rarely,Human Resources,2,3,Human Resources,1,864,Male,1,Human Resources,Married,3600,1,Y,13,80,1,5,2,5,1,4
41,Yes,Non-Travel,Research & Development,5,2,Life Sciences,1,865,Male,1,Research Scientist,Divorced,2107,6,Y,17,80,1,5,2,1,0,0
30,No,Travel_Rarely,Sales,29,4,Life Sciences,1,866,Male,2,Sales Executive,Divorced,4115,8,Y,19,80,3,8,3,4,0,3
40,No,Travel_Frequently,Sales,2,4,Medical,1,867,Male,2,Sales Executive,Married,4327,5,Y,12,80,3,5,2,0,0,0
50,No,Travel_Frequently,Research & Development,2,3,Medical,1,868,Female,4,Manager,Married,17856,2,Y,22,80,1,32,3,2,2,2
28,No,Travel_Rarely,Research & Development,19,4,Medical,1,869,Male,1,Laboratory Technician,Married,3196,1,Y,12,80,3,6,2,6,3,3
46,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1,870,Male,5,Research Director,Married,19081,5,Y,11,80,1,25,2,4,0,3
35,No,Travel_Rarely,Sales,17,4,Life Sciences,1,871,Male,2,Sales Executive,Married,8966,3,Y,15,80,3,15,2,7,1,7
24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,1,872,Female,1,Laboratory Technician,Married,2210,1,Y,13,80,1,1,3,1,0,0
33,No,Travel_Frequently,Sales,25,3,Medical,1,873,Female,2,Sales Executive,Married,4539,1,Y,12,80,1,10,3,10,0,1
36,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,874,Male,1,Laboratory Technician,Divorced,2741,1,Y,14,80,1,7,4,7,1,7
30,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,875,Male,2,Laboratory Technician,Divorced,3491,1,Y,13,80,3,10,4,10,8,9
44,No,Travel_Rarely,Research & Development,29,4,Other,1,876,Male,2,Research Scientist,Single,4541,1,Y,25,80,0,20,3,20,13,17
20,No,Travel_Rarely,Sales,21,3,Marketing,1,877,Male,1,Sales Representative,Single,2678,1,Y,17,80,0,2,2,2,2,2
46,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,878,Male,2,Manufacturing Director,Divorced,7379,2,Y,11,80,1,12,3,6,1,4
42,No,Non-Travel,Human Resources,2,5,Medical,1,879,Male,2,Human Resources,Married,6272,7,Y,16,80,1,10,3,4,0,3
60,No,Travel_Rarely,Sales,7,4,Marketing,1,880,Male,2,Sales Executive,Divorced,5220,0,Y,18,80,1,12,3,11,1,9
32,No,Travel_Frequently,Research & Development,13,3,Other,1,881,Female,1,Laboratory Technician,Married,2743,1,Y,20,80,1,2,2,2,2,2
32,No,Travel_Frequently,Research & Development,2,2,Life Sciences,1,882,Female,2,Research Scientist,Single,4998,4,Y,14,80,0,10,2,8,0,7
36,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,883,Female,3,Manufacturing Director,Divorced,10252,2,Y,21,80,1,17,2,7,7,7
33,No,Travel_Rarely,Research & Development,9,3,Medical,1,884,Male,1,Research Scientist,Married,2781,0,Y,13,80,1,15,5,14,4,10
40,No,Travel_Rarely,Sales,10,3,Technical Degree,1,885,Female,2,Sales Executive,Divorced,6852,7,Y,12,80,1,7,2,5,1,3
25,No,Travel_Rarely,Sales,10,4,Life Sciences,1,886,Male,2,Sales Executive,Single,4950,0,Y,14,80,0,5,4,4,1,1
30,No,Travel_Rarely,Research & Development,1,3,Medical,1,887,Male,1,Research Scientist,Married,3579,0,Y,21,80,1,12,2,11,5,7
42,No,Travel_Frequently,Research & Development,26,5,Medical,1,888,Female,3,Research Director,Married,13191,3,Y,17,80,0,20,6,1,0,0
35,No,Non-Travel,Sales,8,2,Marketing,1,889,Female,3,Sales Executive,Married,10377,4,Y,11,80,1,16,6,13,4,12
27,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,890,Male,1,Research Scientist,Married,2235,1,Y,14,80,2,9,3,9,6,8
54,No,Travel_Frequently,Research & Development,1,4,Life Sciences,1,891,Female,3,Manufacturing Director,Divorced,10502,7,Y,17,80,1,33,2,5,1,4
44,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,892,Female,1,Research Scientist,Married,2011,1,Y,13,80,1,10,5,10,7,7
19,Yes,Non-Travel,Research & Development,10,3,Medical,1,893,Female,1,Research Scientist,Single,1859,1,Y,25,80,0,1,2,1,0,0
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,894,Female,1,Research Scientist,Divorced,3760,1,Y,15,80,3,3,5,3,1,2
54,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,895,Male,4,Research Director,Married,17779,3,Y,14,80,0,36,2,10,0,9
31,No,Travel_Rarely,Research & Development,11,2,Medical,1,896,Male,2,Healthcare Representative,Married,6833,1,Y,12,80,0,6,2,6,0,1
31,No,Travel_Rarely,Research & Development,24,3,Medical,1,897,Female,2,Healthcare Representative,Single,6812,1,Y,19,80,0,10,2,10,1,8
59,No,Travel_Rarely,Sales,3,3,Life Sciences,1,898,Female,2,Sales Executive,Single,5171,5,Y,17,80,0,13,2,6,0,5
43,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,899,Male,5,Research Director,Married,19740,3,Y,14,80,1,25,2,8,0,7
49,No,Travel_Rarely,Research & Development,4,2,Medical,1,900,Male,5,Manager,Married,18711,2,Y,13,80,1,23,2,1,0,0
36,No,Travel_Frequently,Research & Development,3,3,Technical Degree,1,901,Male,1,Research Scientist,Married,3692,1,Y,12,80,0,12,2,11,0,7
48,No,Travel_Rarely,Research & Development,2,2,Technical Degree,1,902,Male,1,Laboratory Technician,Single,2559,5,Y,11,80,0,7,4,1,0,0
27,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,903,Male,1,Research Scientist,Divorced,2517,1,Y,11,80,3,5,2,5,0,3
29,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,904,Male,2,Healthcare Representative,Divorced,6623,1,Y,11,80,2,6,2,6,1,0
48,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,905,Male,5,Research Director,Single,18265,6,Y,12,80,0,25,3,1,0,0
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,906,Female,4,Research Director,Divorced,16124,3,Y,14,80,2,9,2,7,1,7
34,No,Travel_Rarely,Research & Development,20,3,Technical Degree,1,907,Female,1,Research Scientist,Married,2585,0,Y,17,80,0,2,5,1,0,0
44,No,Travel_Rarely,Sales,5,3,Marketing,1,908,Male,5,Manager,Married,18213,7,Y,11,80,1,26,5,22,3,10
33,No,Travel_Rarely,Sales,10,5,Marketing,1,909,Male,3,Sales Executive,Divorced,8380,0,Y,14,80,2,10,3,9,0,8
19,No,Travel_Rarely,Research & Development,25,3,Life Sciences,1,910,Female,1,Research Scientist,Single,2994,1,Y,12,80,0,1,2,1,0,1
23,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,911,Male,1,Research Scientist,Married,1223,1,Y,22,80,1,1,2,1,0,1
25,Yes,Travel_Frequently,Sales,24,1,Life Sciences,1,912,Male,1,Sales Representative,Single,1118,1,Y,14,80,0,1,4,1,1,0
26,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,913,Male,1,Research Scientist,Single,2875,1,Y,20,80,0,8,2,8,2,2
45,Yes,Travel_Rarely,Sales,2,3,Marketing,1,914,Female,5,Manager,Single,18824,2,Y,16,80,0,26,2,24,1,11
55,No,Non-Travel,Research & Development,8,1,Medical,1,915,Male,4,Healthcare Representative,Divorced,13577,1,Y,15,80,1,34,3,33,15,0
21,Yes,Travel_Frequently,Research & Development,10,2,Life Sciences,1,916,Female,1,Laboratory Technician,Single,2625,1,Y,20,80,0,2,2,2,2,2
46,No,Travel_Rarely,Sales,4,2,Marketing,1,917,Female,5,Manager,Married,18789,2,Y,14,80,1,26,2,11,0,8
34,No,Travel_Rarely,Sales,2,3,Marketing,1,918,Female,2,Sales Executive,Single,4538,0,Y,12,80,0,4,3,3,0,2
51,No,Travel_Frequently,Sales,9,3,Life Sciences,1,919,Male,5,Manager,Divorced,19847,4,Y,24,80,1,31,5,29,11,10
59,No,Travel_Rarely,Research & Development,18,4,Medical,1,920,Male,3,Manufacturing Director,Single,10512,6,Y,12,80,0,25,6,9,5,4
34,No,Travel_Frequently,Research & Development,19,3,Medical,1,921,Female,2,Laboratory Technician,Divorced,4444,4,Y,13,80,2,15,2,11,5,10
28,No,Travel_Frequently,Research & Development,1,4,Medical,1,922,Male,1,Laboratory Technician,Single,2154,0,Y,11,80,0,5,2,4,0,2
44,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,923,Male,5,Manager,Divorced,19190,1,Y,14,80,2,26,4,25,14,13
34,No,Travel_Frequently,Human Resources,11,3,Life Sciences,1,924,Male,2,Human Resources,Married,4490,4,Y,11,80,2,14,5,10,1,8
35,No,Travel_Rarely,Research & Development,6,1,Life Sciences,1,925,Male,1,Research Scientist,Married,3506,0,Y,14,80,0,4,3,3,2,2
42,No,Travel_Rarely,Research & Development,7,4,Medical,1,926,Female,2,Research Scientist,Married,2372,6,Y,16,80,0,18,2,1,0,0
43,No,Travel_Rarely,Sales,4,4,Marketing,1,927,Female,3,Sales Executive,Single,10231,3,Y,14,80,0,23,3,21,15,17
36,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,928,Female,2,Manufacturing Director,Single,5410,9,Y,11,80,0,18,2,16,5,12
44,Yes,Travel_Rarely,Research & Development,15,3,Medical,1,929,Female,3,Healthcare Representative,Married,7978,1,Y,11,80,1,10,2,10,0,5
28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,930,Male,1,Laboratory Technician,Married,3867,1,Y,12,80,1,2,2,2,2,2
51,No,Travel_Frequently,Research & Development,6,2,Medical,1,931,Female,1,Laboratory Technician,Single,2838,0,Y,14,80,0,8,6,7,7,7
